,tweets,target
2771,"As the caravan grows, conditions deteriorate for the migrants. William La Jeunesse reports. #SpecialReport ",0
2772,The Sacramento Fire Department teamed up with the Make-A-Wish Foundation to help make a five-year-old boy a Ghostb ,0
2773,Judge rejects Bill Cosby's bid for a new trial ,0
2774,Pompeo says US will revoke visas of Saudi officials linked to Khashoggi's death ,0
2775,".@EmilyCompagno: The GOP cannot remain complacent, or victorious after the Kavanaugh hearings, given the fact that ",0
2776,Texas Republicans offer all-expenses-paid trip for Pelosi to campaign for Dems ,0
2777,".@SenatorCardin said Tuesday that America should do more to ""help"" the migrant caravan transiting through Mexico, s ",0
2778,. @senatemajldr McConnell defiant after demonstrator tried disrupting his dinner: 'I enjoyed my meal' ,0
2779,.@Coach announces it will go fur-free by Fall 2019 collection ,0
2780,".@SecPompeo on Jamal Khashoggi's death: ""We're making very clear that the United States does not tolerate this ruth ",0
2781,".@SecPompeo on migrant caravan: ""The United States also has a message for those who are currently part of this cara ",0
2782,".@SecPompeo on migrant caravan: ""To those who want to come here, come here legally. Legal immigration is the surest ",0
2783,".@SecPompeo: ""The migrant caravan is violating Mexico's sovereignty laws and immigration procedures. @POTUS will no ",0
2784,.@SecPompeo delivers remarks in the Press Briefing Room at the Department of State. ,0
2785,".@POTUS on nationalist comment: ""All I want [for] our country is to be treated well, to be treated with respect...S ",0
2786,".@POTUS on details of Khashoggi's death: ""I want to see the facts first...If the facts check out, then it's somethi ",0
2787,".@POTUS on nationalism comment: ""I love our country. And our country has taken second fiddle."" ",0
2788,".@POTUS on Khashoggi's death: ""[President Erdogan] was pretty rough on Saudi Arabia...President Erdogan was not com ",0
2789,".@JenGriffinFNC: ""Putin reportedly told National Security Advisor John Bolton that he would work with the U.S. on d ",0
2790,.@ShepNewsTeam is live with the Fox News Update on Facebook Watch:  ,0
2791,.@lauraingle shares a luxurious look at what you can buy if you win the $1.6 billion #MegaMillions jackpot tonight. ,0
2792,"Former Supreme Court Justice Sandra Day O'Connor has revealed she has the ""beginning stages of dementia, probably A ",0
2793,".@MichaelEOHanlon on U.S.-Saudi relationship: ""Business as usual has to end for a while, right about now."" ",0
2794,A U.S. Marine with Special Purpose Marine Air-Ground Task Force-Crisis Response-Africa is greeted by his daughters ,0
2795,".@MichaelEOHanlon: ""This idea of the relatives of Khashoggi being obliged to almost show gratitude to the Saudi reg ",0
2796,.@RichEdsonDC reports on new photos showing Jamal Khashoggis son meeting with the Saudi king and crown prince Tues ,0
2797,Gen. Jack Keane: The presidents concerned about this whole issue. The value of the Saudi-US relationship is a cri ,0
2798,Chick-fil-A tests macaroni and cheese in restaurants ,0
2799,"Alabama supermarket employee returns wallet with $300 cash, goes viral ",0
2800,"Denver Broncos QB Chad Kelly arrested for trespassing, police say ",0
2801,"President @realDonaldTrump delivers remarks at the White House State Leadership Day Conference for Alaska, Californ ",0
2802,"On @AmericaNewsroom Tuesday, @RepMcSally said Arizona voters are coming to realize that @kyrstensinema is ",0
2803,Canadian rapper dies in airplane stunt gone wrong ,0
2804,Good Samaritan aims to save her lifelong church from flooding by digging up the road ,0
2805,Starbucks opens first US-based sign language store staffed with deaf or hearing-impaired employees ,0
2806,Cuomos campaign to bankrupt NRA by targeting insurance program spreads to more states ,0
2807,.@RepKinzinger: Lets make sure we have all the information because this is a huge deal. #OutnumberedOT ,0
2808,"On @foxandfriends Tuesday, Florida @AGPamBondi discussed the migrant caravan, saying that ""we've got to protect our ",0
2809,"A passerby was treated to the musical talents of Harriet the donkey in Galway, Ireland. ",0
2810,National Security Adviser John Bolton gives a news conference after his talks with Russian President Vladimir Putin ,0
2811,"Kitten found glued to Oregon road, rescued by man driving to work ",0
2812,Florida officials warn about venomous puss caterpillar return: A sting can 'even make your bones hurt' ,0
2813,"Health care key issue in @SenTedCruz, @BetoORourke Texas Senate race ",0
2814,"University of Utah student killed outside dorm identified, gunman found dead ",0
2815,.@HillaryClinton keeps low profile in Florida while @JoeBiden draws crowds at rallies ,0
2816,".@LeslieMarshall: ""Whether left or right, you want to get stuff done."" #Outnumbered ",0
2817,"Jamal Khashoggi's son, Mohammed Bin Salman photographed at meeting after activist's death ",0
2818,California city council candidate arrested for allegedly stealing campaign signs ,0
2819,".@KatiePavlich: ""We cannot base our immigration policy on emotion."" #Outnumbered  ",0
2820,".@LeslieMarshall: ""I think honestly that the caravan is, in a sense, a talking point at this point with the midterm ",0
2821,".@MelissaAFrancis: ""It is the rule of law that makes our country great."" #Outnumbered ",0
2822,Southwest passenger accused of groping woman during flight allegedly told police President @realDonaldTrump 'says i ,0
2823,South Korea warns citizens they will be punished if they smoke marijuana in Canada ,0
2824,Family claims Delta prioritized cats over allergic passenger: 'That's appalling to me' ,0
2825,"2.5 million pounds of taquitos recalled over possible salmonella, listeria contamination ",0
2826,"Brandon Judd on migrant caravan: ""This highlights the problems that we're seeing on the borders and hopefully those ",0
2827,Small town rallies in support of American flag mural after initial outcry ,0
2828,Turkish President Erdogan publicly rejects Saudi account of Khashoggi killing  ,0
2829,"The National Space Council, chaired by @VP Mike Pence, meets at the National Defense University to discuss the Spac ",0
2830,Texas woman who gave away pre-paid wedding venue attends winner's ceremony as guest of honor: 'I'm so grateful she ,0
2831,".@SenJohnBarrasso: ""The Democrats can threaten and try to instill fear in the American voter. The Americans can see ",0
2832,Kanye West donates more than $70G to Chicago mayoral candidate endorsed by Chance the Rapper ,0
2833,".@RepMcSally: ""I've given my life and put my life on the line for our freedoms and way of life, and I'm ready to de ",0
2834,Kindergartner's birthday party ruined when no one shows up; Phoenix Suns offer him free tickets to game against Lak ,0
2835,President @realDonaldTrump takes on illegal immigration at campaign rally in Houston  ,0
2836,October surprise? 5 things that could rock the midterms (via @K_Schallhorn) ,0
2837,Migrant caravan grows as it edges closer to the United States  ,0
2838,Bride who refused to move wedding despite cancer dies 7 months after dream nuptials ,0
2839,"Hugo Gurdon on Khashoggi investigation: ""So far, I think the Trump administration has been behind the curve on this ",0
2840,Conservative lawmakers demand greater transparency in Deputy Attorney General Rod Rosenstein's closed-door intervie ,0
2841,".@cvpayne: ""There are some clear issues, there are clear anxieties for the market.""  ",0
2842,'I'm Tired of These Secret Testimonies': Fitton Says Congress Is Letting Rosenstein 'Walk All Over Them' ,0
2843,"Charlie Hurt on Russia investigation: ""If Republicans are smart, they'll allow those investigations to keep going, ",0
2844,'To Use It or Not to Use It': @NancyPelosi Hints at Using Subpoena Power to Negotiate With Trump ,0
2845,".@adrienneelrod on migrant caravan: ""Trump is simply trying to politicize this issue. We're 14 days away from the e ",0
2846,".@HawleyMO on migrant caravan: ""This is an incredibly dangerous situation for the United States. I think the @POTUS ",0
2847,Growing caravan surges toward U.S. border  ,0
2848,"JUST IN: Sandra Day O'Connor, former Supreme Court Justice, says she has 'beginning stages of dementia' ",0
2849,"Mexicans from religious organizations hand out small bags containing water, toilet paper, diapers and medicine to C ",0
2850,.@GovMikeHuckabee on migrant caravan @AmericaNewsroom  ,0
2851,.@GovMikeHuckabee on @POTUS vowing to send as many troops 'as necessary' to stop caravan from entering the U.S. ,0
2852,Larry Kudlow: Its in the planning stage.  @foxandfriends ,0
2853,"Google, Facebook and Twitter staffs splurge on Democrats ahead of midterms ",0
2854,"Exclusive: Trump goes all-in to protect GOP majority in final midterm stretch, planning ad and rally blitz (via ",0
2855,Agnes Gibboney: We have immigration laws. We need to enforce them.  @foxandfriends ,0
2856,Agnes Gibboney: I want to tell them to stop.  @foxandfriends ,0
2857,Mysterious rectangular 'monolith' iceberg spotted by @NASA ,0
2858,Rosie O'Donnell reveals she's engaged to army veteran Elizabeth Rooney ,0
2859,"Michigan brothers face $450,000 in fines for tree removal on their property ",0
2860,"OPINION: Nancy Brinker: All women need access to the best breast cancer technology, now ",0
2861,.@AGPamBondi: We have to protect our borders. @foxandfriends ,0
2862,"Video captures Kansas man smashing pumpkins in broad daylight, homeowner says ",0
2863,Second police officer dies after South Carolina ambush attack ,0
2864,Uttam Dhillon on National Prescription Drug Take Back Day @foxandfriends ,0
2865,Democrats avoid sparring with Trump on caravan as midterm nears ,0
2866,"OPINION: Doug Schoen: Democrats, we have a problem ",0
2867,.@JaniceDean gives an update on Hurricane Willa @FoxFriendsFirst  ,0
2868,.@pnjaban: Its a large number of people heading towards our border without our permission with an intention that ,0
2869,Recall hits millions of pounds of food (via @FoxBusiness) ,0
2870,"Saudi officials planned Khashoggi's killing days before his death, Erdogan says ",0
2871,.@kayleighmcenany: I think that this issue will push Republicans on board in both the House and the Senate to gett ,0
2872,OPINION: Lauren Appell: Is the lefts big blue elitist bubble hurting its chances for a Big Blue Wave in 2018? ,0
2873,Explosive device found at George Soros home: report ,0
2874,.@CarleyShimkus is live with the Fox News Update on Facebook Watch:  ,0
2875,How much money will lottery winners owe the IRS? ,0
2876,Trump vows to send as many troops 'as necessary' to keep the growing migrant caravan out. ,0
2877,"Virginia man killed trying to protect woman from sexual assault, cops say. ",0
2878,Trump gives 'Lyin' Ted' Cruz new nicknames. ,0
2879,.@SenTedCruz: I am proud to have worked hand in hand with President @realDonaldTrump to pass the biggest tax cut i ,0
2880,"'There's No Invasion': @jorgeramosnews Defends Caravan, Calls Mexican Authorities 'Trump's Police' ",0
2881,".@newtgingrich: I think its important to stop this caravan, in part to send a signal to the rest of Latin America ",0
2882,"As caravan approaches, Trump warns he'll cut aid to Guatemala, Honduras, El Salvador. ",0
2883,Dead Sea Scroll fragments discovered to be fakes at the Museum of the Bible. ,0
2884,"'Take Your Camera and Search': Trump Insists to Reporters MS-13, Terrorists in Migrant Caravan. ",0
2885,Price is Right icon Bob Barker rushed to hospital: report ,0
2886,"Soldier, mistress arrested after wife's body found in trunk, authorities say. ",0
2887,"Blood-curdling screams could be heard moments after a dance floor collapsed in South Carolina, sending dancers fall ",0
2888,"Chicago funeral shooting leaves 6 wounded, report says. ",0
2889,"Former President @BarackObama rallied in Las Vegas, NV on Monday for Rep. Jacky Rosen, who is locked in a tight rac ",0
2890,"Former Arizona Gov. Brewer on migrant caravan: Im so glad that weve got a president, finally, thats going to st ",0
2891,"CNNs Jim Acosta calls Trump dishonest, deceptive, mocks Sarah Sanders press briefings ",0
2892,".@POTUS: ""Nobody has helped me more...than Senator Ted Cruz."" ",0
2893,Category 4 Hurricane Willa threatens Mexico's Pacific coast ,0
2894,".@JesseBWatters: ""We are a melting pot, but we're also a nation of laws and we don't like people kicking down the b ",0
2895,"Top Dems urge caution on 'blue wave,' temper expectations. ",0
2896,".@POTUS: ""Guatemala, Honduras, El Salvador: They're paid a lot of money every year, we give them foreign aid, and t ",0
2897,Illegal immigrant detained after pizza delivery at a military base has been arrested again. ,0
2898,Michael Avenatti ordered by judge to hand over $4.85 million in back pay to attorney at his former law firm. ,0
2899,"Tow hitch smashes through windshield, narrowly missing driver in Texas. ",0
2900,"WWE star Roman Reigns announces leukemia has returned, gives up Universal championship. ",0
2901,"Florida man assaults pregnant woman, drowns disabled dog, police say. ",0
2902,Trump vows to send as many troops 'as necessary' to keep growing migrant caravan out. ,0
2903,"Trump, at Texas rally, backs Cruz, slams Democrats for 'assault on the sovereignty' of U.S. ",0
2904,"Price is Right icon Bob Barker rushed to hospital, according to a report. ",0
2905,Sarah Silverman says comedian Louis C.K. masturbated in front of her with her consent. ,0
2906,"Commerce Secretary Wilbur Ross can't be questioned in census suits, Supreme Court rules. ",0
2907,"UPDATE: Fox 5 DC guard shoots man who tried breaking into building, police say. ",0
2908,NASAs historic Apollo 7 mission splashed down 50 years ago today.  ,0
2909,.@Scaramucci: With 15 days to go [until the election]thats almost like a Mooch and a half. #Hannity ,0
2910,".@Scaramucci: This is the most unusual presidency, perhaps ever, because most people predict that the House and so ",0
2911,"'There's No Invasion': @jorgeramosnews Defends Caravan, Calls Mexican Authorities 'Trump's Police' ",0
2912,Dog returned to Arizona shelter for being 'too good' ,0
2913,"Incredible video shows @NASA releasing 450,000 gallons of water in a little over a minute to test a system that red ",0
2914,WHAT A GOOD BOY: Dog returned to Arizona shelter for being 'too good'  ,0
2915,Attendance at Trump's Nevada rally quadruples Obama event total at UNLV arena ,0
2916,"During a Democratic campaign event in Las Vegas Monday, former President Barack Obama urged voters to cast their ba ",0
2917,Ex-Clinton adviser Philippe Reines says it's OK to confront Republicans in public  ,0
2918,".@POTUS: Because we are America, and our hearts bleed red, white, and blue.  ",0
2919,".@POTUS: To continue this incredible momentum, to protect your state and your country, you need to elect a Republi ",0
2920,".@POTUS: If you vote to elect a Republican House and a Republican Senate, we will continue to cut your taxes, cut ",0
2921,".@POTUS: With @SenTedCruzs help, we repealed the core of Obamacare.  ",0
2922,".@POTUS: If you want high paying jobs, rising wages, and a booming economy, then go out and vote Republican. ",0
2923,".@POTUS: ""This election is about protecting the sacred values we all share.""  ",0
2924,".@POTUS: ""I'm a nationalist.""  ",0
2925,".@POTUS: ""America is respected again.""  ",0
2926,".@POTUS: ""We need a wall built fast."" ",0
2927,".@POTUS: ""Nobody has helped me more...than Senator Ted Cruz."" ",0
2928,".@SenTedCruz: In Texas, we support law enforcement. In Texas, we support our veterans. In Texas, we stand for the ",0
2929,".@POTUS makes remarks at a ""Make America Great Again"" rally with @SenTedCruz in Houston  ",0
2930,".@SenTedCruz: We want jobs, we want freedom, we want opportunity, and were delivering on all of those. ",0
2931,".@SenTedCruz: There are millions of jobs in the state of Texas that depend on a vibrant oil and gas industry, and ",0
2932,.@SenTedCruz: I am proud to have worked hand in hand with President @realDonaldTrump to pass the biggest tax cut i ,0
2933,".@POTUS holds a rally in Houston, Texas.  ",0
2934,".@JMfreespeech: Whats at stake here is the future leadership of Saudi Arabia, and Americas relationship with it. ",0
2935,Massive Houston tailgate awaits Trump rallying for Cruz ,0
2936,".@newtgingrich: I think its important to stop this caravan, in part to send a signal to the rest of Latin America ",0
2937,Democrats expected to reopen Russia investigation if they retake House ,0
2938,".@jorgeramosnews: The Mexican police have become [@POTUSs] immigration police, thats the truth. ",0
2939,".@FLGovScott on Hurricane Michael response: ""Everything I've asked out of the president, he's come through. Everyth ",0
2940,".@jorgeramosnews: [@POTUSs] immigration policy is a complete failure, it hasnt worked.  ",0
2941,".@jorgeramosnews on migrant caravan: The vast majority of these people are not criminals, theyre not terrorists, ",0
2942,".@FLGovScott on Hurricane Michael responders: ""I want to thank these officers because they save people's lives and ",0
2943,".@AndrewGillum: ""A number of [rally attendees] came up to me, told me they were Republicans...but were disappointed ",0
2944,".@AndrewGillum: ""What I've told our supporters: Look the only poll that matters is the one on Election Day."" ",0
2945,"""I believe that when the facts are out, people will realize that the Saudi government had nothing to do with this."" ",0
2946,"""We don't know [Khashoggi's] body is.""  Adel Al-Jubeir, Saudi Foreign Minister, on death of Jamal Khashoggi ",0
2947,"""They were supposed to go and talk to him. They were supposed to try to persuade him to come back to Saudi Arabia a ",0
2948,"Adel Al-Jubeir, Saudi Foreign Minister, on death of Jamal Khashoggi: ""This is an aberration. This is a mistake. Thi ",0
2949,Investigators in Jayme Closs search release photos of 'vehicles of interest' ,0
2950,".@POTUS arrives in Houston ahead of tonight's ""Make America Great Again"" rally. (Courtesy: KRIV)  ",0
2951,Illegal immigrant detained after pizza delivery at a military base has been arrested again. ,0
2952,Former House Speaker John Boehner to host marijuana investing seminar. ,0
2953,Trump gives 'Lyin' Ted' Cruz new nicknames. ,0
2954,"Restaurant where @senatemajldr McConnell was accosted regrets incident, says employees were caught off guard. ",0
2955,".@JesseBWatters: ""We are a melting pot, but we're also a nation of laws and we don't like people kicking down the b ",0
2956,".@TheJuanWilliams: ""Things look pretty good for the Democrats, but they need their voters to turn out."" #TheFive ",0
2957,"Soldier, mistress arrested after wife's body found in trunk, authorities say. ",0
2958,".@inagarten, who worked for Presidents Richard Nixon and Gerald Ford, claims she does not ""talk about politics."" ",0
2959,Fox 5 DC guard shoots man who allegedly tried breaking into building. ,0
2960,".@TomBevanRCP: Voters dont vote out of gratitude, they vote out of anger and frustration and fear. ",0
2961,".@POTUS on withdrawing from nuclear agreement with Russia: ""We have more money than anybody else, by far. We'll bui ",0
2962,".@POTUS: ""What's happening on the border was caused by the Democrats because they won't let anybody change immigrat ",0
2963,"Former President @BarackObama campaigns for Democrats in Las Vegas, NV to ""urge Nevadans to vote early.""  ",0
2964,Michael Wildes: The president trying to punish these three countries by taking away their money is not in any way ,0
2965,"Former Arizona Gov. Jan Brewer: The American people are fed up, how long are we going to tolerate this? We need to ",0
2966,".@POTUS: ""[Americans] want a strong military. They want protection. They want safety. They want security. We give t ",0
2967,Former Arizona Gov. Jan Brewer: Its just outrageous. Its just totally unbelievable that we have let this situati ,0
2968,".@POTUS: ""We're giving a middle income tax reduction of about 10%....That's on top of the tax decrease that we've a ",0
2969,"Former Arizona Gov. Brewer on migrant caravan: Im so glad that weve got a president, finally, thats going to st ",0
2970,".@POTUS: ""We have been giving so much money to so many different countries for so long and it's not fair and it's n ",0
2971,.@ShepNewsTeam is live with the Fox News Update on Facebook Watch:  ,0
2972,".@POTUS on Saudi explanation for Khashoggi death: ""I am not satisfied with what I've heard.""  ",0
2973,"Blood-curdling screams could be heard moments after a dance floor collapsed in South Carolina, sending dancers fall ",0
2974,".@TheFive is live from Dallas, their first stop ahead of their show was Hard Eight BBQ. Don't miss a special editio ",0
2975,"'This Is Not Who We Are': 'Outnumbered' on Hecklers Confronting @NancyPelosi, @senatemajldr #Outnumbered ",0
2976,".@POTUS on @SenTedCruz: ""To me, he's not 'Lyin' Ted' anymore. He's 'Beautiful Ted.' I call him 'Texas Ted.'"" ",0
2977,".@POTUS on potential rollback of transgender protections: ""You know what I'm doing? I'm protecting everybody. I wan ",0
2978,".@POTUS: ""Guatemala, Honduras, El Salvador: They're paid a lot of money every year, we give them foreign aid, and t ",0
2979,".@POTUS departs for Houston where he will hold a ""Make America Great Again"" rally tonight. ",0
2980,Large crowds gather outside of the Toyota Center ahead of President @realDonaldTrump's rally to support @SenTedCruz. ,0
2981,".@ColinAllredTX: ""We need to take care of the Dreamers...this is the only country they've ever known."" ",0
2982,"Incredible video shows @NASA releasing 450,000 gallons of water in a little over a minute to test a system that red ",0
2983,".@PeteSessions on midterms: ""The pressure is really on the voters to make a decision."" ",0
2984,"""This is an aberration, this is a mistake, this is a criminal act and those responsible for it will be punished."" ",0
2985,Texas voters focus on healthcare for midterms ,0
2986,"Florida man kills girlfriend, child after fight over watching football on TV, court documents show ",0
2987,Michael Avenatti ordered by judge to hand over $4.85 million in back pay to attorney at his former law firm ,0
2988,New details emerge in the aftermath of Khashoggi's murder  ,0
2989,"'This Is Not Who We Are': 'Outnumbered' on Hecklers Confronting Pelosi, McConnell ",0
2990,".@Jehmu on midterm elections: ""There is this enthusiasm that has been driven by opposition to President Trump."" ",0
2991,"In Texas midterm race, Hurd and Ortiz Jones locked in fierce battle for swing border district ",0
2992,".@RepDougCollins on Rosenstein: ""For him to even joke, if he did so, that was a wrong joke."" #OutnumberedOT ",0
2993,Hurricane Willa's path: Track the storm here ,0
2994,"Top Dems urge caution on 'blue wave,' temper expectations ",0
2995,"Thad Bingel on migrant caravan: ""We need changes to the laws and to the asylum process."" #OutnumberedOT ",0
2996,"As caravan approaches, President @realDonaldTrump warns he'll cut aid to Guatemala, Honduras, El Salvador ",0
2997,Honduran migrants hoping to reach the U.S. sleep in the southern Mexico city of Tapachula on Monday in a public pla ,0
2998,"Migrant caravan grows to 7,000 as it heads toward the U.S. border  ",0
2999,".@RepTedYoho: ""We as Americans, we have certain principles that we should abide by."" #OutnumberedOT ",0
3000,"A rainbow appears in front of the Humboldt mountain range, as seen from the Great Basin Highway in Nevada, on Sunda ",0
3001,"North Carolina restaurant server given $10,000 cash tip by patron who ordered water ",0
3002,.@AriFleischer: Democrats are energized. #Outnumbered ,0
3003,"California ballot measure on cage-free rules divides activists, farmers ",0
3004,Former Vice President @JoeBiden participates in a Get Out the Vote rally with Mayor @AndrewGillum and ,0
3005,Emily Compagno on Rosenstein to face questions on report he discussed secretly recording @POTUS ,0
3006,"Breaking News: Suspect, 18, accused in murder of Georgia police officer is shot, killed by cops ",0
3007,Alaska Gov. Bill Walker drops re-election bid days after deputy resigns over 'inappropriate comments' ,0
3008,".@GOPChairwoman: We are a great country, but we have to take care of the people who pay taxes. @AmericaNewsroom ",0
3009,Hundreds of people gather outside of the Toyota Center ahead of President @realDonaldTrump's rally to support ,0
3010,Prince Harry met Italian competitors while attending the Invictus Games cycling competition at the Royal Botanic Ga ,0
3011,".@GOPChairwoman: People are doing better under President Trump, and it's showing in these poll numbers."" ",0
3012,"Early voting points to massive turnout, potential warning signs for GOP ",0
3013,"As caravan approaches, @POTUS warns he'll cut aid to Guatemala, Honduras, El Salvador ",0
3014,".@TheFive is hitting the road ahead of #Midterms2018, taking the show to Dallas, Texas, where @BetoORourke and ",0
3015,Army sets sights on new concealable machine gun ,0
3016,"130,000-year-old Woolly Mammoth bones discovered in England ",0
3017,"John Sununu: ""This is the result of a mishmash of immigration laws that we have been trying to fix for a decade. ",0
3018,WATCH: Young Beto O'Rourke Supporters Struggle to Name Anything He's Accomplished ,0
3019,Caravan of migrants grows as it heads to U.S. @AmericaNewsroom  ,0
3020,Deputy Attorney General Rod Rosenstein to sit down with lawmakers on Wednesday  ,0
3021,"Prince Harry and Meghan, Duchess of Sussex, receive gifts from the crowd as they walk along Kingfisher Bay Jetty du ",0
3022,Former President @BarackObama stumps in key Nevada senate race ,0
3023,Homan on Growing Migrant Caravan: 'I Hope the American People Are Paying Attention' ,0
3024,Voter registration deadlines for each state ,0
3025,Migrant caravan heading toward U.S. border  ,0
3026,Mega Millions jackpot climbs to $1.6B after no winners in Friday's drawing  ,0
3027,.@KimKardashian says Kanye Wests support of #Trump helped free Alice Johnson ,0
3028,"Thomas Homan: ""You would think members of Congress, whether you're a Republican or Democrat, would want to help sec ",0
3029,"Thomas Homan on migrant caravan: ""A lot of this could have been prevented.""  ",0
3030,Manhunt underway for suspect in Georgia police officer death ,0
3031,Car flips into driveway and catches fire as driver goes on the run ,0
3032,President @realDonaldTrump to campaign for @SenTedCruz tonight in Texas  ,0
3033,"Migrant caravan grows to about 7,000 as it heads north through Mexico  ",0
3034,".@TheFive is hitting the road ahead of #Midterms2018, taking the show to Dallas, Texas! Tune in tonight for ",0
3035,"Migrant caravan grows to about 7,000  @foxandfriends ",0
3036,Ryanair slammed for not removing racist passenger filmed complaining about seatmate ,0
3037,Panthers' Eric Reid blasts Eagles' Malcolm Jenkins over anthem protests ,0
3038,Stuart Varney: What were going to get is a plan. @foxandfriends ,0
3039,OPINION: @lizpeek: How about Trump-Haley in 2020? ,0
3040,"If Dems win the House after midterm elections, blame red tide out to sea, not a blue wave crashing in ",0
3041,Goodlatte previews Rosenstein interview with House lawmakers behind closed doors ,0
3042,Stuart Varney: President Trumps growth agenda has really worked in a way that not many people really thought it w ,0
3043,Ellison forced to fend off assault allegations in tense debate with GOP rival ,0
3044,.@RealCandaceO: I think what this shows us is that there is a general fatigue setting in. The American people are ,0
3045,"4 Americans, local guide killed in Costa Rica river rafting accident ",0
3046,.@AmbJohnBolton begins high-tension talks in Russia ,0
3047,.@SenWarren took DNA test to rebuild trust in government  ,0
3048,.@RepGoodlatte previews Rosenstein interview with House lawmakers behind closed doors  ,0
3049,".@PhilipWegmann: The blue wave is coming, but it might not be as bad as Republicans fear. @FoxFriendsFirst ",0
3050,Warren took DNA test to rebuild trust in government ,0
3051,Jason Piccolo: We absolutely need to deploy the military as soon as possible.  ,0
3052,Republican in Maine congressional race fights to hold on to seat; @MollyLineFNC reports  ,0
3053,Iowa basketball coach admits to sexually exploiting 400 boys ,0
3054,"OPINION: @SteveHiltonx: Mr. Trump, you've promised 'severe punishment' over Jamal Khashoggi's death. How about this? ",0
3055,".@RepDeSantis wins tense Florida gubernatorial debate against @AndrewGillum, Trump claims ",0
3056,.@SchmittNYC is live with the Fox News Update on Facebook Watch:  ,0
3057,"NYPD pulls 3,000 body cams off street after one exploded. ",0
3058,Critics claim Turkeys tough words for Saudi Arabia are full of hypocrisy. ,0
0,"Typhoon Kammuri slams into Philippines, forcing thousands to flee ",0
1,Trump campaign denies press credentials to Bloomberg News ,0
2,Zambia gay rights row: US ambassador 'threatened' over jailing of couple ,0
3,Trump target Lisa Page blasts his 'orgasm' mockery of her ,0
4,Peter Seisenbacher: Austrian judo champion jailed for child sex abuse ,0
5,East Africa floods: Kenyan fisherman Vincent Musila rescued ,0
6,Australia bushfires: Woman places remains of home outside parliament ,0
7,#cop25 - here's what you need to know [tap to expand]  #ClimateChange ,0
8,Islamic State bride: Who is Lisa Smith? ,0
9,Sydney police 'asked boy to hold genitals' during festival search ,0
10,Taking wind power to the next level  by using floating turbines  [Tap to expand]  ,0
11,Ace! ,0
12,Irish police given more time to quiz IS bride Lisa Smith ,0
13,China suspends US Navy visits to Hong Kong over support for protests ,0
14,Mexico violence: Hunt for gunmen behind deadly shoot-out ,0
15," Tiger undertakes longest walk ever recorded in India, travelling some 1,300km (807 miles) in five months ",0
16,Jailed Norwegian pensioner released in spy swap from RussiaFrode Berg says he was wrong to trust an intelligence ,0
17,India vet murder: MP Jaya Bachchan calls for 'lynching' of rapists ,0
18,Burglars steal communist-era medals and jewellery from Stasi Museum in Berlin ,0
19,India's mobile data hike 'higher than expected' ,0
20,Jordan farm fire: Pakistanis die as blaze sweeps through makeshift homes ,0
21,Australian woman survives 12 days in outback after finding watering hole ,0
22,France floods: Three rescuers die as helicopter crashes near Marseille ,0
23,How a wrong injection helped cause Samoa's measles epidemic ,0
24,Meng Wanzhou: Oil paintings and books for detained Huawei executive ,0
25,Amazon pulls Auschwitz-themed Christmas ornaments ,0
26,White House: Trump 'will not participate in impeachment hearing' ,0
27,Yang Hengjun: Australia criticises China for detainment of 'democracy peddler' ,0
28,Reform and repression go hand in hand in Saudi Arabia ,0
29,New electoral roll launched for Guernsey elections ,0
30,Troubled Nato not in party mood for 70th birthday ,0
31,Letter from Africa: Is Kenya building bridges to nowhere? ,0
32,Poland: Thousands rally to support country's judges ,0
33,Burkina Faso: Attack on church kills at least 14 ,0
34,Daphne Caruana Galizia: Why Maltas prime minister had to go ,0
35,Daphne Caruana Galizia: Protests grip Malta as party backs prime minister ,0
36,Three jailed in Bangladesh over crash that sparked mass protests ,0
37,Iraq unrest: Parliament approves PM Abdul Mahdi's resignation ,0
38,WW2 bomb defused in Turin after thousands evacuate ,0
39,New Orleans gunfire: Several shot in French Quarter ,0
40,Booby traps: Man in Maine killed by own device ,0
41,Lisa Smith: IS recruit and child returning to Ireland ,0
42,Cosmic Crisp: New apple launched that 'lasts for a year' ,0
43,Namibia's President Hage Geingob wins re-election ,0
44,Canadian islanders angry over US mail searches ,0
45,'Masturbation photos' prompt Tunisia's #MeToo anger ,0
46,'A rich exchange': The refugees teaching languages in Brazil ,0
47,China due to introduce face scans for mobile users ,0
48,HIV on Ukraine's frontline: Soldier who sought escape in battle ,0
49,Angela Merkel ally's loss casts doubt on German coalition ,0
50,Malta businessman charged over journalist murder ,0
51,The Hague stabbing: Dutch police arrest suspect ,0
52,Brazil's Bolsonaro says DiCaprio gave cash 'to set Amazon on fire' ,0
53,DR Congo: Is it one of the most dangerous places to fly? ,0
54,Chile football season called off early amid protests ,0
55,Desi Bouterse: Suriname president gets 20 years in jail for murder ,0
56,Jesus manger: Relic to return to Bethlehem in time for Christmas ,0
57,General election 2019: Decisive moments in UK campaign ,0
58,How BBC's Katy Watson pumped breast milk through polls and protests ,0
59,Rediscovering the forgotten Indian artists of British India ,0
60,How Spanish Big Brother contestant was failed in alleged sexual assault ,0
61,Several hurt in Hague stabbing attack ,0
62,Canada ice hockey coach resigns over past racial comments ,0
63,Lesotho: Why a dispute over mohair led to a parliamentary fist-fight ,0
64,Award for Canada woman handcuffed for not holding escalator ,0
